focal_species	other_species	ortholog_number	focal_transcript	other_transcript	positive_selection	dN	dS	dN/dS	focal_gene_ID	LFC_abdomen	FDR_pval_abdomen	LFC_head+thorax	FDR_pval_head+thorax	level_most_dist_ortholog
C_maculatus	B_siliquastri	151	g2884.t1	BRAKERILHT00000017973	False	0.0048	0.6413	0.0074847965070949625	g2884	0.28868012732295	0.0242832761041644	0.40027969695143	0.00358854517630631	5
C_maculatus	B_siliquastri	114	g1613.t1	BRAKERILHT00000017634	False	0.0659	0.5678	0.11606199365973935	g1613	0.302720796677567	0.005408870403379	0.710150583591252	6.37396302357833e-11	5
C_maculatus	B_siliquastri	129	g1437.t1	BRAKERILHT00000018003	False	0.1388	0.9521	0.1457830059867661	g1437	0.641352184951117	0.0262323543441907	-0.752138953356123	0.0189143838812794	5
C_maculatus	B_siliquastri	290	g2925.t1	BRAKERILHT00000017770	True	0.158	0.728	0.21703296703296704	g2925	1.39434053167198	1.79046732598189e-06	0.112581493458452	0.913304651794205	5
C_maculatus	B_siliquastri	228	g2865.t1	BRAKERILHT00000017848	False	0.1158	0.8643	0.1339812565081569	g2865	0.976300635133529	0.00119795470401099	1.91493505346495	9.3450346506874e-15	4
C_maculatus	B_siliquastri	191	g1524.t1	BRAKERILHT00000017059	False	0.0203	0.3883	0.05227916559361318	g1524	-1.8102490970865	1.5856329716156e-26	-1.8168251998467	1.26770744713692e-29	5
C_maculatus	B_siliquastri	335	g1720.t1	BRAKERILHT00000017459	True	0.1131	0.5696	0.19856039325842698	g1720	0.427495215076095	3.43366944896824e-05	-0.860005610860962	1.51587752413593e-16	5
C_maculatus	B_siliquastri	370	g1451.t1	BRAKERILHT00000017918	False	0.0673	0.8021	0.08390475003116818	g1451	-0.137487911939336	0.169813686211219	-0.483758081327368	1.26773315887636e-06	5
C_maculatus	B_siliquastri	193	g1522.t2	BRAKERILHT00000017331	False	0.0509	0.8594	0.05922736793111473	g1522	1.84215537594817	2.38194648694889e-18	0.515974268045596	0.0977487651038008	4
C_maculatus	B_siliquastri	292	g2927.t1	BRAKERILHT00000017948	False	0.0666	0.6247	0.10661117336321435	g2927	-0.667948195568593	0.00580134433817209	-0.420454000751177	0.106229518158204	3
C_maculatus	B_siliquastri	9	g7474.t1	BRAKERILHT00000017257	True	0.126	0.7585	0.16611733684904417	g7474	-0.659715971686784	5.67578355433706e-06	-0.558639568412789	0.000126305860778753	5
C_maculatus	B_siliquastri	337	g1722.t1	BRAKERILHT00000017350	False	0.0606	0.6714	0.0902591599642538	g1722	-0.410894060590535	1.53412963262118e-06	0.789826979705174	6.67309655983042e-21	5
C_maculatus	B_siliquastri	372	g1449.t1	BRAKERILHT00000017126	False	0.0023	0.2458	0.00935720097640358	g1449	0.217894473830785	0.0377957897846248	-0.104058626191445	0.385195571856348	5
C_maculatus	B_siliquastri	153	g1520.t1	BRAKERILHT00000017933	False	0.0244	1.0159	0.024018112018899498	g1520	0.199867042664765	0.423213891559271	1.29957785565772	5.09113035116555e-08	5
C_maculatus	B_siliquastri	116	g1611.t1	BRAKERILHT00000017413	False	0.0094	0.7291	0.012892607324098204	g1611	0.470678575472488	0.000191069403968175	-0.588243090473671	1.57458040763369e-05	5
C_maculatus	B_siliquastri	36	g1581.t1	BRAKERILHT00000017845	True	0.1371	0.8102	0.1692174771661318	g1581	0.63941264732444	2.37955023495275e-09	-0.143570546830927	0.25448262698554	5
C_maculatus	B_siliquastri	73	g1630.t1	BRAKERILHT00000017352	False	0.0188	0.5889	0.031923925963661066	g1630	2.33623632548541	0.173099739095225	3.75087587900069	1.02760390503791e-08	5
C_maculatus	B_siliquastri	252	g1542.t1	BRAKERILHT00000017879	False	0.0159	0.5056	0.03144778481012658	g1542	1.79779203305458	1.26162424720781e-19	-0.0514767817466825	0.887220227290588	5
C_maculatus	B_siliquastri	217	g2877.t1	BRAKERILHT00000017359	False	0.0207	0.4955	0.04177598385469223	g2877	0.371014094121913	4.75977239591972e-05	-0.0594323421797548	0.612508366489001	5
C_maculatus	B_siliquastri	276	g2911.t2	BRAKERILHT00000017041	False	0.0797	0.7378	0.10802385470317158	g2911	0.178356388422359	0.479033924607005	0.554581400888782	0.0341359076691712	5
C_maculatus	B_siliquastri	233	g1467.t1	BRAKERILHT00000017851	False	0.0207	0.4829	0.0428660178090702	g1467	0.530368671747276	2.85923319210313e-11	-0.0391688852083306	0.708710641279678	5
C_maculatus	B_siliquastri	12	g1535.t1	BRAKERILHT00000017438	False	0.0562	0.8232	0.06827016520894072	g1535	-0.302466588064449	0.0256754915696731	-0.147216152640189	0.311417237482053	5
C_maculatus	B_siliquastri	57	g2897.t7	BRAKERILHT00000017922	True	0.136	0.7224	0.18826135105204872	g2897	-0.649505560509313	0.000724196523557079	-0.568075606326447	0.0041220226606159	5
C_maculatus	B_siliquastri	177	g1667.t2	BRAKERILHT00000017964	True	0.0543	0.8075	0.06724458204334366	g1667	-0.177743097629238	0.124505632130887	0.894873187058585	6.81734268655661e-16	5
C_maculatus	B_siliquastri	132	g1434.t1	BRAKERILHT00000017195	False	0.0292	0.8281	0.03526144185484845	g1434	0.142082107265797	0.0830041481617181	-0.523438297872693	2.64077295773193e-10	5
C_maculatus	B_siliquastri	97	g1604.t1	BRAKERILHT00000017008	False	0.0104	0.6326	0.016440088523553588	g1604	0.627058614037762	0.0183576939796033	-0.134653677620169	0.678912064912476	5
C_maculatus	B_siliquastri	313	g1506.t1	BRAKERILHT00000017692	False	0.0833	0.6517	0.12781954887218047	g1506	-0.0904323216401544	0.379184238919095	-0.32768750259396	0.00253484142122644	5
C_maculatus	B_siliquastri	356	g1693.t2	BRAKERILHT00000017395	False	0.1501	0.6423	0.23369142145414917	g1693	-1.28413739156217	0.00719330692559648	-0.0515852401327381	0.927294175092019	4
C_maculatus	B_siliquastri	173	g1737.t1	BRAKERILHT00000017890	False	0.1078	1.0622	0.1014874788175485	g1737	1.80924646332751	3.22736466641364e-62	-0.0805449308374005	0.613620880637671	4
C_maculatus	B_siliquastri	136	g1428.t1	BRAKERILHT00000018007	False	0.0703	1.3579	0.05177111716621253	g1428	-1.32517273222669	4.59858359127204e-05	0.545049407589704	0.0919249670509224	3
C_maculatus	B_siliquastri	272	g2904.t1	BRAKERILHT00000017934	True	0.265	0.7473	0.3546099290780142	g2904	NaN	1	NaN	1	3
C_maculatus	B_siliquastri	237	g5203.t1	BRAKERILHT00000017288	False	0.0179	0.494	0.03623481781376518	g5203	0.139637832423862	0.42282214302567	0.00562529743805828	0.978810431385658	5
C_maculatus	B_siliquastri	16	g1569.t1	BRAKERILHT00000017462	False	0.0309	0.884	0.03495475113122172	g1569	-0.26949398669588	0.00954183577182861	0.448383232823326	2.19787053204973e-05	5
C_maculatus	B_siliquastri	53	g1644.t1	BRAKERILHT00000017966	False	0.0011	0.3472	0.0031682027649769587	g1644	1.05050983911498	9.15019415832693e-17	-0.0457981379013391	0.769531985999363	5
C_maculatus	B_siliquastri	317	g1490.t1	BRAKERILHT00000017625	False	0.0329	0.6535	0.050344299923488905	g1490	-0.98610258757095	4.08242988082803e-14	-0.0858609621405054	0.57502741725568	5
C_maculatus	B_siliquastri	352	g1399.t2	BRAKERILHT00000017264	False	0.0095	0.3154	0.03012048192771084	g1399	-1.70923902772914	7.96118800769707e-58	-1.55879251244428	8.96651415458617e-50	5
C_maculatus	B_siliquastri	93	g1599.t1	BRAKERILHT00000017365	False	0.8005	1.6448	0.4866853112840467	g1599	1.34712527097692	6.02879735858842e-08	0.55804825449704	0.0752961948128609	4
C_maculatus	B_siliquastri	333	g1718.t1	BRAKERILHT00000017958	False	0.0287	0.6774	0.04236787717744316	g1718	0.912734136263286	5.92707384717109e-14	-0.732228731117919	3.90061602458335e-09	5
C_maculatus	B_siliquastri	376	g7270.t1	BRAKERILHT00000017912	False	0.0355	0.6753	0.052569228491041016	g7270	-2.58646871794808	8.99791855786991e-87	-2.1943428727202	8.12607162206422e-67	5
C_maculatus	B_siliquastri	296	g7426.t1	BRAKERILHT00000018064	False	0.0135	0.7058	0.019127231510342874	g7426	-0.217251754271738	0.00929759512188394	0.0937520374158193	0.307445196981848	5
C_maculatus	B_siliquastri	197	g1682.t1	BRAKERILHT00000016992	False	0.0281	0.7445	0.03774345198119543	g1682	0.423942351688808	0.137723341303057	-0.521272734455609	0.0772835808724379	5
C_maculatus	B_siliquastri	32	g1423.t1	BRAKERILHT00000018023	False	0.0463	0.7327	0.06319093762795142	g1423	1.43035229919517	1.74349571573273e-22	0.78006215721037	1.41579934941162e-06	5
C_maculatus	B_siliquastri	77	g1623.t2	BRAKERILHT00000017511	False	0.0186	0.8046	0.023117076808351976	g1623	-2.47431066278621	9.15915197598258e-45	-1.59994026274829	1.59661711645778e-20	5
C_maculatus	B_siliquastri	256	g1538.t1	BRAKERILHT00000017713	False	0.0954	0.7711	0.12371936195046038	g1538	0.144284126872606	0.309175003748175	-0.340699103339179	0.0207992728494137	5
C_maculatus	B_siliquastri	213	g1532.t1	BRAKERILHT00000017258	False	0.0095	0.7792	0.012191991786447639	g1532	-0.388942500189732	0.00225157048485725	-1.68998872080363	5.76267338745454e-39	5
C_maculatus	B_siliquastri	157	g1646.t2	BRAKERILHT00000017005	False	0.0049	0.4131	0.01186153473735173	g1646	0.257852132072829	0.204333777581432	-0.766210467176946	0.000456571515958211	5
C_maculatus	B_siliquastri	112	g1615.t1	BRAKERILHT00000017781	False	0.0384	1.0291	0.03731415800213779	g1615	-0.0596458916893862	0.830078793921288	-0.430719316599599	0.0970052806624966	5
C_maculatus	B_siliquastri	155	g1648.t1	BRAKERILHT00000017603	False	0.0231	0.6842	0.0337620578778135	g1648	1.26512761827003	1.15194731849505e-21	-0.17991413445579	0.301432148178394	5
C_maculatus	B_siliquastri	88	g1591.t3	BRAKERILHT00000017774	False	0.0207	0.6128	0.033779373368146216	g1591	-0.0011220726363772	1	-0.332315677343024	0.52456751971859	5
C_maculatus	B_siliquastri	110	g1665.t1	BRAKERILHT00000017272	False	0.0638	0.6327	0.10083767978504819	g1665	0.572611226308362	3.26447671808093e-09	0.41877821102601	3.3945153707176e-05	5
C_maculatus	B_siliquastri	254	g1540.t1	BRAKERILHT00000017045	False	0.0342	0.6896	0.049593967517401395	g1540	-0.394743072062285	9.36749688890191e-05	-1.04271301816163	1.4559620369281e-24	5
C_maculatus	B_siliquastri	211	g1530.t1	BRAKERILHT00000017874	False	0.0324	0.5851	0.05537514954708597	g1530	0.405543333695276	0.000225382926642335	1.11558637223568	2.01669057975682e-24	5
C_maculatus	B_siliquastri	30	g1421.t3	BRAKERILHT00000017923	True	0.0884	1.0297	0.08585024764494513	g1421	0.222960319379049	0.343493799838474	-0.474156855310263	0.0455483840220923	5
C_maculatus	B_siliquastri	75	g1625.t1	BRAKERILHT00000017868	False	0.0519	0.6996	0.0741852487135506	g1625	0.218073422858949	0.0172617916256866	0.292208727473242	0.00192855839397036	5
C_maculatus	B_siliquastri	349	g1402.t1	BRAKERILHT00000018018	False	0.0075	0.3795	0.019762845849802372	g1402	0.480996462767633	4.94850395693708e-05	-0.493406154013531	0.000128231859289701	5
C_maculatus	B_siliquastri	389	g1552.t1	BRAKERILHT00000017542	False	0.1479	0.7731	0.19130772215754754	g1552	0.408254929501152	0.025521659371118	-0.395155979393754	0.0545272836805703	5
C_maculatus	B_siliquastri	331	g1716.t1	BRAKERILHT00000017632	False	0.0053	0.6467	0.008195453842585434	g1716	-1.07111246932187	4.02950890311517e-07	-0.052267017717944	0.835918185622097	5
C_maculatus	B_siliquastri	374	g7272.t4	BRAKERILHT00000017342	False	0.0074	0.6027	0.012278081964493115	g7272	1.57179431988294	7.90008185346652e-17	-0.275721536566862	0.307845661081242	5
C_maculatus	B_siliquastri	269	g7439.t1	BRAKERILHT00000017460	False	0.0124	0.6421	0.01931163370191559	g7439	0.963345042492281	1.16827027731975e-07	-0.651162621118729	0.000779283515524098	5
C_maculatus	B_siliquastri	195	g1684.t1	BRAKERILHT00000017150	True	0.0221	0.7671	0.028809803154738627	g1684	-3.84418759769086	5.96472055827946e-50	-2.61694360445047	2.4897572898498e-26	5
C_maculatus	B_siliquastri	48	g1636.t1	BRAKERILHT00000018040	False	0.068	0.8634	0.078758397034978	g1636	-1.17896204211209	1.00510688353818e-28	-1.12994883037961	8.84626299825572e-27	5
C_maculatus	B_siliquastri	168	g1476.t1	BRAKERILHT00000017210	False	0.0172	0.4314	0.039870190078813164	g1476	-5.49622677376257	9.32626843539108e-07	-7.15855736774346	6.42731508444778e-13	5
C_maculatus	B_siliquastri	294	g2929.t1	BRAKERILHT00000017116	False	0.0293	0.6084	0.04815910585141354	g2929	NaN	1	NaN	1	5
C_maculatus	B_siliquastri	315	g1508.t1	BRAKERILHT00000017448	False	0.0263	0.4399	0.059786315071607185	g1508	-0.409171577424873	0.133788990190109	-0.846094501969616	0.00194067389591806	3
C_maculatus	B_siliquastri	350	g1401.t1	BRAKERILHT00000017296	False	0.0136	0.5222	0.026043661432401378	g1401	NaN	1	NaN	1	5
C_maculatus	B_siliquastri	109	g1664.t1	BRAKERILHT00000017025	False	0.0733	0.535	0.13700934579439253	g1664	0.544473724298761	0.0201749967232997	-0.535185604337709	0.0530851362544707	5
C_maculatus	B_siliquastri	91	g1597.t1	BRAKERILHT00000017424	False	0.0042	0.7043	0.005963367883004401	g1597	-1.99459300832146	1.39213826757104e-37	-1.73422029250188	3.97504079211977e-29	5
C_maculatus	B_siliquastri	29	g1420.t1	BRAKERILHT00000017093	False	0.0429	0.7466	0.05746048754353067	g1420	0.348613987405178	0.0026126097513016	0.4481565587661	0.000136191129715948	5
C_maculatus	B_siliquastri	208	g1527.t2	BRAKERILHT00000017866	False	0.015	0.4747	0.03159890457130819	g1527	0.583564687579408	8.22189648576773e-10	0.798177616273645	2.23155603396386e-16	4
C_maculatus	B_siliquastri	14	g1537.t1	BRAKERILHT00000017568	False	0.1134	0.4516	0.25110717449069975	g1537	1.07883066910045	3.27709575745257e-23	-0.201215994740644	0.12470947083135	5
C_maculatus	B_siliquastri	51	g1640.t1	BRAKERILHT00000017415	False	0.0784	0.978	0.0801635991820041	g1640	-1.24981864149731	1.54909263266204e-11	-0.730345691313743	0.000120211778469502	5
C_maculatus	B_siliquastri	270	g2902.t1	BRAKERILHT00000017502	True	0.0724	1.1243	0.06439562394378724	g2902	1.6972592783141	1.87747455808437e-74	-0.103888839449523	0.368131967568234	5
C_maculatus	B_siliquastri	235	g2863.t2	BRAKERILHT00000017809	False	0.0408	0.459	0.08888888888888889	g2863	1.41769385306645	2.84822947672336e-05	-0.202854835070783	0.689390039557945	5
C_maculatus	B_siliquastri	171	g1473.t1	BRAKERILHT00000017405	False	0.0343	0.7885	0.0435003170577045	g1473	NaN	1	NaN	1	5
C_maculatus	B_siliquastri	134	g1431.t1	BRAKERILHT00000017486	False	0.0174	0.5387	0.03229998143679228	g1431	-0.42646079360263	0.000962549102115013	0.986413369108111	1.37370342168748e-14	5
C_maculatus	B_siliquastri	328	g1713.t1	BRAKERILHT00000017191	False	0.0126	0.635	0.01984251968503937	g1713	-0.835334936771157	0.0394133226568139	-0.401228752476089	0.380651605456047	5
C_maculatus	B_siliquastri	117	g1610.t1	BRAKERILHT00000017247	False	0.0812	0.9287	0.08743404759341014	g1610	NaN	1	NaN	1	5
C_maculatus	B_siliquastri	152	g1702.t1	BRAKERILHT00000017122	True	0.046	0.7687	0.0598412904904384	g1702	0.643962326858763	7.74110759698997e-14	-0.260379354477302	0.00721134056973203	5
C_maculatus	B_siliquastri	72	g1629.t1	BRAKERILHT00000017145	False	0.1129	0.8437	0.13381533720516772	g1629	2.09561489582114	0.0033014517639455	1.76280212112061	0.0032718890749476	5
C_maculatus	B_siliquastri	37	g1580.t1	BRAKERILHT00000017364	True	0.0501	0.713	0.07026647966339411	g1580	0.0299257479834557	0.831382876794665	0.056447054539937	0.688311717069203	5
C_maculatus	B_siliquastri	216	g2876.t1	BRAKERILHT00000016991	False	0.0382	0.811	0.0471023427866831	g2876	-0.337685435694279	0.000682423686179478	-0.465422631621121	2.46239509429521e-06	5
C_maculatus	B_siliquastri	253	g1541.t1	BRAKERILHT00000017069	False	0.0142	0.6459	0.021984827372658305	g1541	-0.907742870458777	5.58415236778325e-16	-0.921780997476152	2.56750450147838e-16	5
C_maculatus	B_siliquastri	8	g7475.t2	BRAKERILHT00000017347	False	0.0193	0.3195	0.06040688575899844	g7475	-0.142981039841329	0.265006586736342	0.16932695440998	0.185677570549839	5
C_maculatus	B_siliquastri	373	g1448.t1	BRAKERILHT00000017483	True	0.1152	0.8093	0.14234523662424317	g1448	-0.197677499683082	0.115417275536365	-0.666253507631389	6.63557417400502e-08	4
C_maculatus	B_siliquastri	336	g1721.t1	BRAKERILHT00000017112	True	0.0792	0.3823	0.2071671462202459	g1721	-0.492774775559926	6.13548579621229e-10	0.215538190422039	0.0119096381476604	5
C_maculatus	B_siliquastri	192	g1523.t1	BRAKERILHT00000017996	False	0.0622	0.7456	0.08342274678111587	g1523	-1.86849562650794	9.58267213063892e-80	-0.395531601334395	3.02693250748854e-05	4
C_maculatus	B_siliquastri	293	g2928.t1	BRAKERILHT00000017720	False	0.0909	0.4845	0.18761609907120744	g2928	-0.971258643726831	0.00193280040153291	-1.06460649954047	0.00154816935878764	5
C_maculatus	B_siliquastri	357	g2872.t1	BRAKERILHT00000017220	False	0.001	0.5363	0.001864628006712661	g2872	1.2243374965809	6.58776924359834e-08	0.433437786683479	0.0881703820729434	5
C_maculatus	B_siliquastri	312	g1505.t1	BRAKERILHT00000017982	False	0.0059	0.4838	0.012195121951219511	g1505	-0.710418167517902	5.26574685355324e-05	-0.721327300711689	5.97247232053883e-05	5
C_maculatus	B_siliquastri	96	g1603.t1	BRAKERILHT00000017040	True	0.065	0.3495	0.18597997138769673	g1603	-1.73647732509223	7.20681910252919e-12	-2.17359788387484	2.17658659280818e-17	5
C_maculatus	B_siliquastri	232	g1468.t1	BRAKERILHT00000017896	False	0.0	1.2169	0.0	g1468	0.886533794797423	6.69244360324799e-12	0.246839457733325	0.103037688795639	4
C_maculatus	B_siliquastri	277	g2912.t1	BRAKERILHT00000017270	False	0.0409	0.7318	0.0558895873189396	g2912	-0.0695654868272823	0.626810927556753	0.889672346878919	3.89006004599943e-12	4
C_maculatus	B_siliquastri	56	g2898.t1	BRAKERILHT00000017978	False	0.0062	0.7769	0.007980435062427597	g2898	-3.85321328985635	2.41831998419952e-09	-2.75453846066048	5.92690833686836e-07	5
C_maculatus	B_siliquastri	13	g1536.t1	BRAKERILHT00000017053	False	0.0697	0.9782	0.07125332242895113	g1536	0.580511261978768	1.9850921197439e-06	-0.702082130737935	3.65340584048413e-07	4
C_maculatus	B_siliquastri	133	g1432.t1	BRAKERILHT00000017513	False	0.0016	0.5609	0.0028525583883045108	g1432	0.557765398441313	1.03861583798903e-07	-0.443472441821585	7.27223111459788e-05	5
C_maculatus	B_siliquastri	176	g1686.t1	BRAKERILHT00000017083	True	0.0497	0.4299	0.11560828099558038	g1686	0.515267787443484	2.19882669865838e-06	-0.213402284102618	0.0901805523222005	4
C_maculatus	B_siliquastri	288	g2923.t2	BRAKERILHT00000017047	False	0.0527	0.7094	0.07428813081477303	g2923	-0.860609351460922	1.76910506719385e-13	-0.197409883271907	0.123118969933924	5
C_maculatus	B_siliquastri	131	g1435.t1	BRAKERILHT00000017561	False	0.0	0.6136	0.0	g1435	0.0584442724231238	0.838166998523545	-1.19067705904159	1.00588185506487e-06	5
C_maculatus	B_siliquastri	174	g1738.t1	BRAKERILHT00000017576	False	0.0084	0.4905	0.01712538226299694	g1738	0.634448461865374	5.41977585038162e-12	0.380293992300328	7.48465468644734e-05	5
C_maculatus	B_siliquastri	54	g2900.t1	BRAKERILHT00000017508	False	0.379	3.0	0.12633333333333333	g2900	NaN	1	NaN	1	3
C_maculatus	B_siliquastri	189	g1669.t1	BRAKERILHT00000017571	False	0.0096	0.9614	0.00998543790305804	g1669	0.483181455196	1.9634912679159e-08	-0.192438356719817	0.0460042184515851	5
C_maculatus	B_siliquastri	11	g7464.t1	BRAKERILHT00000017679	False	0.1642	1.1231	0.1462024752916036	g7464	0.899694573132951	1.48472251987058e-17	-0.19881077944577	0.118759160434663	5
C_maculatus	B_siliquastri	230	g1470.t1	BRAKERILHT00000017294	False	0.0051	0.4073	0.012521482936410509	g1470	1.09079921077988	1.23072492313232e-33	-0.51918793945156	1.0339884220926e-05	5
C_maculatus	B_siliquastri	275	g2910.t1	BRAKERILHT00000017177	False	0.06	0.8706	0.06891798759476223	g2910	-1.17321896491629	1.86125987385561e-09	0.178066071816859	0.355734337795265	5
C_maculatus	B_siliquastri	368	g1453.t1	BRAKERILHT00000018056	False	0.0227	1.0399	0.021829022021348208	g1453	NaN	1	NaN	1	5
C_maculatus	B_siliquastri	355	g1548.t1	BRAKERILHT00000017131	False	0.2837	2.4657	0.11505860404753214	g1548	1.9326178048177	2.04299264392561e-30	1.38564394054342	0.00029886814800272	3
C_maculatus	B_siliquastri	310	g1502.t1	BRAKERILHT00000017871	True	0.0203	0.3234	0.06277056277056277	g1502	-3.97599745961849	7.75503629366974e-22	-3.16586872482749	1.61117010967449e-17	5
C_maculatus	B_siliquastri	69	g1626.t1	BRAKERILHT00000017974	False	0.0499	0.4957	0.10066572523703854	g1626	0.786695101998703	4.21692470815472e-07	0.494460096371483	0.00484379958976308	5
C_maculatus	B_siliquastri	248	g1546.t1	BRAKERILHT00000017346	False	0.0356	0.9167	0.03883495145631068	g1546	-1.33049503053113	6.09580738833358e-21	0.164929333777991	0.319745687538287	5
C_maculatus	B_siliquastri	94	g1601.t2	BRAKERILHT00000017081	False	0.0619	1.1397	0.054312538387294905	g1601	-0.418861748233731	0.000112437181915145	-0.419677192389497	0.000157283724910838	5
C_maculatus	B_siliquastri	149	g1660.t1	BRAKERILHT00000017357	False	0.034	0.551	0.06170598911070781	g1660	0.622686455532245	2.6663518418425e-11	0.317404271474283	0.0013375799946563	5
C_maculatus	B_siliquastri	371	g1450.t1	BRAKERILHT00000017972	False	0.0095	0.571	0.016637478108581436	g1450	0.10295828627195	0.404414996678587	0.275600470436476	0.0221889605912787	5
C_maculatus	B_siliquastri	334	g1719.t1	BRAKERILHT00000017024	True	0.0872	0.4387	0.19876909049464328	g1719	0.254733000616822	0.0959278817473057	0.0959832567821146	0.591573347947903	4
C_maculatus	B_siliquastri	128	g1438.t1	BRAKERILHT00000018021	False	0.0076	0.5451	0.013942395890662262	g1438	-0.39490051474558	0.00167640195933449	-2.11462867309841	1.20550795853343e-59	5
C_maculatus	B_siliquastri	291	g2926.t1	BRAKERILHT00000017230	False	0.1022	0.9654	0.1058628547752227	g2926	0.823054295894888	0.000978425617993995	2.34843920388471	1.98999974608001e-19	4
C_maculatus	B_siliquastri	229	g1513.t1	BRAKERILHT00000017903	False	0.0064	0.6295	0.01016679904686259	g1513	0.63798316607203	8.91974015616653e-12	-0.304325265017462	0.00295239617316965	5
C_maculatus	B_siliquastri	190	g1525.t1	BRAKERILHT00000017979	False	0.0994	0.7856	0.1265274949083503	g1525	1.46065057053014	2.29629613769403e-66	-0.548004612858758	6.48903314163898e-06	3
C_maculatus	B_siliquastri	214	g1533.t2	BRAKERILHT00000017425	False	0.0252	0.599	0.042070116861435726	g1533	1.14817105760069	6.25636456698768e-43	0.572515665867109	5.23286316521174e-09	5
C_maculatus	B_siliquastri	251	g1543.t1	BRAKERILHT00000017501	False	0.1739	0.8384	0.207418893129771	g1543	3.65522187350187	8.36147954235369e-07	8.43722744658131	7.78689293216712e-22	5
